time,G(i),H_sun,T2m,WS10m,Int
20111026:0600,0.0,0.0,9.14,5.28,0.0
20111026:0700,0.0,0.0,8.54,5.27,0.0
20111026:0800,0.0,0.0,7.94,5.26,0.0
20111026:0900,0.0,0.0,7.34,5.26,0.0
20111026:1000,0.0,0.0,7.29,5.12,0.0
20111026:1100,0.0,0.0,7.23,4.98,0.0
20111026:1200,0.0,0.0,7.18,4.84,0.0
20111026:1300,0.0,0.0,7.17,5.15,0.0
20111026:1400,3.15,6.54,7.15,5.46,0.0
20111026:1500,66.07,17.03,7.13,5.77,0.0
20111026:1600,277.65,26.28,7.23,5.57,0.0
20111026:1700,77.87,33.61,7.34,5.37,0.0
20111026:1800,132.63,38.12,7.44,5.17,0.0
20111026:1900,33.04,39.06,7.03,4.76,0.0
20111026:2000,58.21,36.21,6.63,4.35,0.0
20111026:2100,83.38,30.14,6.23,3.94,0.0
20111026:2200,49.55,21.73,5.14,2.97,0.0
20111026:2300,36.18,11.77,4.05,2.0,0.0
20111027:0000,0.0,0.0,2.96,1.02,0.0
20111027:0100,0.0,0.0,1.9,1.25,0.0
20111027:0200,0.0,0.0,0.85,1.47,0.0
20111027:0300,0.0,0.0,-0.21,1.7,0.0
20111027:0400,0.0,0.0,-0.38,1.83,0.0
20111027:0500,0.0,0.0,-0.54,1.95,0.0
20111027:0600,0.0,0.0,-0.71,2.08,0.0
20111027:0700,0.0,0.0,-0.88,1.74,0.0
20111027:0800,0.0,0.0,-1.04,1.4,0.0
20111027:0900,0.0,0.0,-1.21,1.06,0.0
20111027:1000,0.0,0.0,-1.66,1.45,0.0
20111027:1100,0.0,0.0,-2.12,1.83,0.0
20111027:1200,0.0,0.0,-2.57,2.22,0.0
20111027:1300,0.0,0.0,-1.15,1.72,0.0
20111027:1400,234.23,6.33,0.26,1.23,0.0
20111027:1500,552.88,16.79,1.68,0.73,0.0
20111027:1600,804.52,26.01,3.73,0.69,0.0
20111027:1700,982.31,33.3,5.78,0.65,0.0
20111027:1800,1082.9,37.79,7.83,0.61,0.0
20111027:1900,1100.2,38.71,8.64,1.08,0.0
20111027:2000,1031.82,35.88,9.46,1.55,0.0
20111027:2100,883.99,29.84,10.28,2.03,0.0
20111027:2200,665.48,21.45,10.03,2.26,0.0
20111027:2300,384.74,11.52,9.78,2.49,0.0
20111028:0000,0.0,0.0,9.53,2.72,0.0
20111028:0100,0.0,0.0,7.62,2.06,0.0
20111028:0200,0.0,0.0,5.7,1.4,0.0
20111028:0300,0.0,0.0,3.79,0.74,0.0
20111028:0400,0.0,0.0,2.89,0.83,0.0
20111028:0500,0.0,0.0,1.99,0.91,0.0
20111028:0600,0.0,0.0,1.09,0.99,0.0
20111028:0700,0.0,0.0,0.34,1.26,0.0
20111028:0800,0.0,0.0,-0.4,1.54,0.0
20111028:0900,0.0,0.0,-1.15,1.81,0.0
20111028:1000,0.0,0.0,-1.42,2.17,0.0
20111028:1100,0.0,0.0,-1.68,2.52,0.0
20111028:1200,0.0,0.0,-1.95,2.88,0.0
20111028:1300,0.0,0.0,-0.68,3.47,0.0
20111028:1400,250.14,6.11,0.59,4.06,0.0
20111028:1500,580.73,16.55,1.86,4.65,0.0
20111028:1600,838.37,25.74,4.47,4.19,0.0
20111028:1700,1021.31,33.0,7.07,3.73,0.0
20111028:1800,1120.87,37.46,9.68,3.27,0.0
20111028:1900,1136.49,38.38,11.04,2.3,0.0
20111028:2000,1064.98,35.56,12.4,1.33,0.0
20111028:2100,912.99,29.54,13.76,0.36,0.0
20111028:2200,690.81,21.18,12.52,1.03,0.0
20111028:2300,402.78,11.27,11.29,1.71,0.0
20111029:0000,0.0,0.0,10.05,2.39,0.0
20111029:0100,0.0,0.0,7.84,1.98,0.0
20111029:0200,0.0,0.0,5.64,1.57,0.0
20111029:0300,0.0,0.0,3.43,1.16,0.0
20111029:0400,0.0,0.0,2.39,1.54,0.0
20111029:0500,0.0,0.0,1.35,1.91,0.0
20111029:0600,0.0,0.0,0.31,2.29,0.0
20111029:0700,0.0,0.0,-0.61,2.62,0.0
20111029:0800,0.0,0.0,-1.54,2.95,0.0
20111029:0900,0.0,0.0,-2.46,3.28,0.0
20111029:1000,0.0,0.0,-2.84,3.37,0.0
20111029:1100,0.0,0.0,-3.22,3.46,0.0
20111029:1200,0.0,0.0,-3.6,3.54,0.0
20111029:1300,0.0,0.0,-2.3,4.17,0.0
20111029:1400,79.95,5.9,-1.0,4.8,0.0
20111029:1500,344.6,16.31,0.3,5.42,0.0
20111029:1600,544.77,25.48,4.12,5.47,0.0
20111029:1700,769.72,32.7,7.93,5.51,0.0
20111029:1800,1091.08,37.14,11.75,5.56,0.0
20111029:1900,823.9,38.04,12.23,5.21,0.0
20111029:2000,1046.62,35.24,12.71,4.87,0.0
20111029:2100,634.77,29.24,13.2,4.52,0.0
20111029:2200,677.8,20.92,11.36,4.89,0.0
20111029:2300,289.45,11.03,9.53,5.26,0.0
20111030:0000,0.0,0.0,7.69,5.63,0.0
20111030:0100,0.0,0.0,6.76,5.47,0.0
20111030:0200,0.0,0.0,5.82,5.31,0.0
20111030:0300,0.0,0.0,4.89,5.16,0.0
20111030:0400,0.0,0.0,4.22,5.2,0.0
20111030:0500,0.0,0.0,3.54,5.24,0.0
20111030:0600,0.0,0.0,2.87,5.28,0.0
20111030:0700,0.0,0.0,2.38,4.45,0.0
20111030:0800,0.0,0.0,1.88,3.62,0.0
20111030:0900,0.0,0.0,1.39,2.79,0.0
20111030:1000,0.0,0.0,0.85,2.14,0.0
20111030:1100,0.0,0.0,0.3,1.5,0.0
20111030:1200,0.0,0.0,-0.24,0.86,0.0
20111030:1300,0.0,0.0,0.5,1.17,0.0
20111030:1400,224.84,5.68,1.23,1.49,0.0
20111030:1500,554.32,16.07,1.96,1.81,0.0
20111030:1600,807.82,25.21,5.21,1.39,0.0
20111030:1700,988.65,32.4,8.45,0.97,0.0
20111030:1800,1091.54,36.81,11.7,0.55,0.0
20111030:1900,1110.63,37.71,13.7,0.63,0.0
20111030:2000,1045.45,34.92,15.7,0.72,0.0
20111030:2100,898.87,28.96,17.7,0.8,0.0
20111030:2200,679.18,20.66,15.58,1.2,0.0
20111030:2300,391.5,10.8,13.46,1.59,0.0
20111031:0000,0.0,0.0,11.34,1.99,0.0
20111031:0100,0.0,0.0,9.59,1.86,0.0
20111031:0200,0.0,0.0,7.85,1.73,0.0
20111031:0300,0.0,0.0,6.1,1.6,0.0
20111031:0400,0.0,0.0,5.53,1.94,0.0
20111031:0500,0.0,0.0,4.97,2.28,0.0
20111031:0600,0.0,0.0,4.4,2.62,0.0
20111031:0700,0.0,0.0,4.01,2.75,0.0
20111031:0800,0.0,0.0,3.61,2.89,0.0
20111031:0900,0.0,0.0,3.22,3.02,0.0
20111031:1000,0.0,0.0,3.08,3.03,0.0
20111031:1100,0.0,0.0,2.94,3.05,0.0
20111031:1200,0.0,0.0,2.8,3.06,0.0
20111031:1300,0.0,0.0,4.13,3.77,0.0
20111031:1400,222.57,5.46,5.45,4.49,0.0
20111031:1500,551.7,15.84,6.77,5.2,0.0
20111031:1600,801.22,24.94,10.11,5.06,0.0
20111031:1700,979.88,32.1,13.46,4.92,0.0
20111031:1800,1083.35,36.49,16.8,4.79,0.0
20111031:1900,1102.53,37.38,17.53,4.89,0.0
20111031:2000,1038.81,34.61,18.26,5.0,0.0
20111031:2100,587.97,28.67,18.99,5.1,0.0
20111031:2200,357.51,20.4,17.03,4.84,0.0
20111031:2300,157.36,10.57,15.08,4.57,0.0
20111101:0000,0.0,0.0,13.12,4.3,0.0
20111101:0100,0.0,0.0,11.38,4.04,0.0
20111101:0200,0.0,0.0,9.63,3.77,0.0
20111101:0300,0.0,0.0,7.88,3.5,0.0
20111101:0400,0.0,0.0,6.83,3.2,0.0
20111101:0500,0.0,0.0,5.77,2.91,0.0
20111101:0600,0.0,0.0,4.71,2.61,0.0
20111101:0700,0.0,0.0,4.32,2.55,0.0
20111101:0800,0.0,0.0,3.94,2.49,0.0
20111101:0900,0.0,0.0,3.55,2.43,0.0
20111101:1000,0.0,0.0,3.41,2.46,0.0
20111101:1100,0.0,0.0,3.28,2.49,0.0
20111101:1200,0.0,0.0,3.15,2.52,0.0
20111101:1300,0.0,0.0,4.38,3.07,0.0
20111101:1400,210.24,5.25,5.62,3.62,0.0
20111101:1500,544.67,15.6,6.86,4.17,0.0
20111101:1600,796.77,24.67,10.11,3.23,0.0
20111101:1700,981.6,31.81,13.37,2.29,0.0
20111101:1800,1085.29,36.17,16.62,1.35,0.0
20111101:1900,1104.73,37.06,17.31,1.96,0.0
20111101:2000,1038.86,34.3,18.01,2.57,0.0
20111101:2100,256.92,28.39,18.7,3.17,0.0
20111101:2200,672.31,20.15,17.14,3.34,0.0
20111101:2300,385.81,10.34,15.57,3.5,0.0
20111102:0000,0.0,0.0,14.0,3.67,0.0
20111102:0100,0.0,0.0,13.01,3.48,0.0
20111102:0200,0.0,0.0,12.01,3.28,0.0
20111102:0300,0.0,0.0,11.01,3.09,0.0
20111102:0400,0.0,0.0,9.43,3.35,0.0
20111102:0500,0.0,0.0,7.84,3.6,0.0
20111102:0600,0.0,0.0,6.25,3.86,0.0
20111102:0700,0.0,0.0,5.56,3.98,0.0
20111102:0800,0.0,0.0,4.88,4.1,0.0
20111102:0900,0.0,0.0,4.19,4.22,0.0
20111102:1000,0.0,0.0,3.52,3.7,0.0
20111102:1100,0.0,0.0,2.85,3.18,0.0
20111102:1200,0.0,0.0,2.19,2.66,0.0
20111102:1300,0.0,0.0,1.53,2.26,0.0
20111102:1400,5.51,5.03,0.87,1.86,0.0
20111102:1500,66.07,15.36,0.21,1.46,0.0
20111102:1600,116.14,24.41,0.85,1.5,0.0
20111102:1700,417.28,31.51,1.49,1.54,0.0
20111102:1800,218.46,35.86,2.13,1.59,0.0
20111102:1900,195.8,36.74,2.86,1.59,0.0
20111102:2000,1049.67,34.0,3.59,1.6,0.0
20111102:2100,905.77,28.11,4.32,1.6,0.0
20111102:2200,688.21,19.9,4.21,1.82,0.0
20111102:2300,395.58,10.12,4.1,2.04,0.0
20111103:0000,0.0,0.0,3.98,2.26,0.0
20111103:0100,0.0,0.0,2.65,1.79,0.0
20111103:0200,0.0,0.0,1.32,1.31,0.0
20111103:0300,0.0,0.0,-0.01,0.84,0.0
20111103:0400,0.0,0.0,-0.72,1.49,0.0
20111103:0500,0.0,0.0,-1.44,2.15,0.0
20111103:0600,0.0,0.0,-2.16,2.8,0.0
20111103:0700,0.0,0.0,-2.31,2.92,0.0
20111103:0800,0.0,0.0,-2.47,3.04,0.0
20111103:0900,0.0,0.0,-2.62,3.16,0.0
20111103:1000,0.0,0.0,-2.59,3.38,0.0
20111103:1100,0.0,0.0,-2.56,3.61,0.0
20111103:1200,0.0,0.0,-2.53,3.83,0.0
20111103:1300,0.0,0.0,-1.34,3.52,0.0
20111103:1400,223.49,4.82,-0.15,3.21,0.0
20111103:1500,579.42,15.12,1.04,2.9,0.0
20111103:1600,837.55,24.14,4.4,2.13,0.0
20111103:1700,1022.33,31.22,7.76,1.36,0.0
20111103:1800,1123.16,35.55,11.12,0.59,0.0
20111103:1900,1135.02,36.43,12.16,1.3,0.0
20111103:2000,1064.2,33.7,13.2,2.0,0.0
20111103:2100,911.01,27.84,14.24,2.7,0.0
20111103:2200,686.35,19.66,12.15,2.03,0.0
20111103:2300,390.49,9.9,10.06,1.36,0.0
20111104:0000,0.0,0.0,7.96,0.69,0.0
20111104:0100,0.0,0.0,6.58,1.76,0.0
20111104:0200,0.0,0.0,5.2,2.83,0.0
20111104:0300,0.0,0.0,3.82,3.9,0.0
20111104:0400,0.0,0.0,2.44,4.18,0.0
20111104:0500,0.0,0.0,1.06,4.46,0.0
20111104:0600,0.0,0.0,-0.32,4.74,0.0
20111104:0700,0.0,0.0,-0.51,4.69,0.0
20111104:0800,0.0,0.0,-0.7,4.63,0.0
20111104:0900,0.0,0.0,-0.89,4.57,0.0
20111104:1000,0.0,0.0,-0.76,4.2,0.0
20111104:1100,0.0,0.0,-0.63,3.84,0.0
20111104:1200,0.0,0.0,-0.49,3.48,0.0
20111104:1300,0.0,0.0,1.39,3.5,0.0
20111104:1400,201.86,4.6,3.28,3.52,0.0
20111104:1500,541.56,14.88,5.16,3.54,0.0
20111104:1600,792.14,23.88,8.7,3.46,0.0
20111104:1700,971.73,30.93,12.24,3.38,0.0
20111104:1800,78.66,35.24,15.78,3.3,0.0
20111104:1900,381.34,36.12,16.5,2.76,0.0
20111104:2000,366.17,33.41,17.23,2.23,0.0
20111104:2100,364.79,27.58,17.96,1.7,0.0
20111104:2200,409.47,19.43,16.17,1.67,0.0
20111104:2300,378.12,9.69,14.38,1.64,0.0
20111105:0000,0.0,0.0,12.58,1.61,0.0
20111105:0100,0.0,0.0,11.0,1.72,0.0
20111105:0200,0.0,0.0,9.41,1.83,0.0
20111105:0300,0.0,0.0,7.82,1.94,0.0
20111105:0400,0.0,0.0,7.61,2.32,0.0
20111105:0500,0.0,0.0,7.4,2.7,0.0
20111105:0600,0.0,0.0,7.18,3.08,0.0
20111105:0700,0.0,0.0,7.01,3.31,0.0
20111105:0800,0.0,0.0,6.84,3.55,0.0
20111105:0900,0.0,0.0,6.67,3.79,0.0
20111105:1000,0.0,0.0,6.82,4.46,0.0
20111105:1100,0.0,0.0,6.98,5.13,0.0
20111105:1200,0.0,0.0,7.14,5.79,0.0
20111105:1300,0.0,0.0,7.91,5.45,0.0
20111105:1400,69.29,4.38,8.69,5.11,0.0
20111105:1500,528.07,14.65,9.47,4.77,0.0
20111105:1600,780.6,23.62,9.44,4.87,0.0
20111105:1700,710.95,30.65,9.42,4.97,0.0
20111105:1800,691.37,34.94,9.39,5.06,0.0
20111105:1900,1094.02,35.81,9.62,6.08,0.0
20111105:2000,274.09,33.12,9.86,7.1,0.0
20111105:2100,165.12,27.32,10.1,8.12,0.0
20111105:2200,163.45,19.19,8.74,7.97,0.0
20111105:2300,378.84,9.49,7.38,7.82,0.0
20111106:0000,0.0,0.0,6.02,7.67,0.0
20111106:0100,0.0,0.0,5.64,7.67,0.0
20111106:0200,0.0,0.0,5.25,7.68,0.0
20111106:0300,0.0,0.0,4.86,7.68,0.0
20111106:0400,0.0,0.0,3.7,7.01,0.0
20111106:0500,0.0,0.0,2.54,6.33,0.0
20111106:0600,0.0,0.0,1.37,5.66,0.0
20111106:0700,0.0,0.0,0.74,4.63,0.0
20111106:0800,0.0,0.0,0.12,3.6,0.0
20111106:0900,0.0,0.0,-0.51,2.57,0.0
20111106:1000,0.0,0.0,-0.76,2.83,0.0
20111106:1100,0.0,0.0,-1.01,3.1,0.0
20111106:1200,0.0,0.0,-1.26,3.37,0.0
20111106:1300,0.0,0.0,-0.42,3.67,0.0
20111106:1400,195.22,4.17,0.43,3.97,0.0
20111106:1500,555.68,14.41,1.27,4.28,0.0
20111106:1600,814.78,23.36,3.27,3.97,0.0
20111106:1700,1001.16,30.36,5.26,3.67,0.0
20111106:1800,1107.17,34.63,7.26,3.37,0.0
20111106:1900,1129.96,35.51,8.16,3.48,0.0
20111106:2000,1063.93,32.83,9.07,3.59,0.0
20111106:2100,916.74,27.06,9.97,3.7,0.0
20111106:2200,692.26,18.97,8.49,3.09,0.0
20111106:2300,390.4,9.29,7.0,2.47,0.0
20111107:0000,0.0,0.0,5.51,1.86,0.0
20111107:0100,0.0,0.0,4.32,1.49,0.0
20111107:0200,0.0,0.0,3.13,1.13,0.0
20111107:0300,0.0,0.0,1.93,0.76,0.0
20111107:0400,0.0,0.0,1.4,1.03,0.0
20111107:0500,0.0,0.0,0.86,1.29,0.0
20111107:0600,0.0,0.0,0.32,1.56,0.0
20111107:0700,0.0,0.0,0.1,1.56,0.0
20111107:0800,0.0,0.0,-0.11,1.57,0.0
20111107:0900,0.0,0.0,-0.33,1.57,0.0
20111107:1000,0.0,0.0,-0.3,1.98,0.0
20111107:1100,0.0,0.0,-0.27,2.38,0.0
20111107:1200,0.0,0.0,-0.23,2.79,0.0
20111107:1300,0.0,0.0,0.77,2.34,0.0
20111107:1400,14.95,3.95,1.78,1.9,0.0
20111107:1500,541.7,14.18,2.79,1.46,0.0
20111107:1600,798.67,23.1,4.38,1.97,0.0
20111107:1700,981.35,30.08,5.97,2.48,0.0
20111107:1800,834.6,34.34,7.56,2.99,0.0
20111107:1900,1105.84,35.21,7.9,3.2,0.0
20111107:2000,1040.88,32.55,8.25,3.41,0.0
20111107:2100,891.88,26.81,8.59,3.61,0.0
20111107:2200,407.55,18.75,7.45,3.1,0.0
20111107:2300,370.63,9.09,6.31,2.58,0.0
20111108:0000,0.0,0.0,5.16,2.07,0.0
20111108:0100,0.0,0.0,4.39,1.68,0.0
20111108:0200,0.0,0.0,3.61,1.3,0.0
20111108:0300,0.0,0.0,2.83,0.91,0.0
20111108:0400,0.0,0.0,2.53,1.13,0.0
20111108:0500,0.0,0.0,2.23,1.34,0.0
20111108:0600,0.0,0.0,1.92,1.56,0.0
20111108:0700,0.0,0.0,1.73,1.41,0.0
20111108:0800,0.0,0.0,1.54,1.26,0.0
20111108:0900,0.0,0.0,1.35,1.12,0.0
20111108:1000,0.0,0.0,1.13,1.2,0.0
20111108:1100,0.0,0.0,0.91,1.29,0.0
20111108:1200,0.0,0.0,0.7,1.38,0.0
20111108:1300,0.0,0.0,0.69,1.61,0.0
20111108:1400,73.83,3.74,0.69,1.85,0.0
20111108:1500,389.03,13.94,0.68,2.08,0.0
20111108:1600,799.08,22.84,2.14,1.53,0.0
20111108:1700,984.32,29.8,3.59,0.97,0.0
20111108:1800,1089.66,34.04,5.05,0.41,0.0
20111108:1900,1112.62,34.92,5.79,0.47,0.0
20111108:2000,1.57,32.28,6.54,0.52,0.0
20111108:2100,541.66,26.56,7.28,0.58,0.0
20111108:2200,679.95,18.53,6.59,1.54,0.0
20111108:2300,379.99,8.9,5.9,2.5,0.0
20111109:0000,0.0,0.0,5.2,3.46,0.0
20111109:0100,0.0,0.0,3.45,2.41,0.0
20111109:0200,0.0,0.0,1.7,1.37,0.0
20111109:0300,0.0,0.0,-0.05,0.32,0.0
20111109:0400,0.0,0.0,-0.8,0.52,0.0
20111109:0500,0.0,0.0,-1.55,0.72,0.0
20111109:0600,0.0,0.0,-2.3,0.92,0.0
20111109:0700,0.0,0.0,-2.53,0.95,0.0
20111109:0800,0.0,0.0,-2.75,0.98,0.0
20111109:0900,0.0,0.0,-2.98,1.01,0.0
20111109:1000,0.0,0.0,-3.21,1.37,0.0
20111109:1100,0.0,0.0,-3.44,1.73,0.0
20111109:1200,0.0,0.0,-3.66,2.1,0.0
20111109:1300,0.0,0.0,-3.12,2.05,0.0
20111109:1400,181.0,3.53,-2.57,2.0,0.0
20111109:1500,564.57,13.71,-2.03,1.94,0.0
20111109:1600,829.95,22.59,0.77,1.43,0.0
20111109:1700,1018.67,29.52,3.57,0.92,0.0
20111109:1800,1124.61,33.75,6.37,0.41,0.0
20111109:1900,1143.53,34.64,7.01,0.84,0.0
20111109:2000,1075.19,32.01,7.66,1.26,0.0
20111109:2100,923.33,26.32,8.3,1.68,0.0
20111109:2200,693.74,18.32,7.49,2.06,0.0
20111109:2300,385.69,8.72,6.68,2.43,0.0
20111110:0000,0.0,0.0,5.86,2.8,0.0
20111110:0100,0.0,0.0,3.71,2.32,0.0
20111110:0200,0.0,0.0,1.56,1.83,0.0
20111110:0300,0.0,0.0,-0.6,1.35,0.0
20111110:0400,0.0,0.0,-2.11,1.9,0.0
20111110:0500,0.0,0.0,-3.62,2.45,0.0
20111110:0600,0.0,0.0,-5.14,2.99,0.0
20111110:0700,0.0,0.0,-5.92,3.43,0.0
20111110:0800,0.0,0.0,-6.69,3.86,0.0
20111110:0900,0.0,0.0,-7.47,4.29,0.0
20111110:1000,0.0,0.0,-7.36,4.1,0.0
20111110:1100,0.0,0.0,-7.25,3.9,0.0
20111110:1200,0.0,0.0,-7.14,3.71,0.0
20111110:1300,0.0,0.0,-5.99,4.39,0.0
20111110:1400,182.35,3.31,-4.83,5.07,0.0
20111110:1500,567.2,13.48,-3.68,5.75,0.0
20111110:1600,830.99,22.34,0.55,5.54,0.0
20111110:1700,1016.1,29.25,4.79,5.33,0.0
20111110:1800,1120.42,33.47,9.02,5.12,0.0
20111110:1900,1135.53,34.35,9.8,5.04,0.0
20111110:2000,1064.77,31.75,10.59,4.96,0.0
20111110:2100,913.64,26.09,11.37,4.88,0.0
20111110:2200,687.8,18.12,9.52,4.67,0.0
20111110:2300,381.39,8.54,7.66,4.46,0.0
20111111:0000,0.0,0.0,5.8,4.25,0.0
20111111:0100,0.0,0.0,3.01,3.78,0.0
20111111:0200,0.0,0.0,0.22,3.32,0.0
20111111:0300,0.0,0.0,-2.58,2.86,0.0
20111111:0400,0.0,0.0,-3.76,3.18,0.0
20111111:0500,0.0,0.0,-4.94,3.51,0.0
20111111:0600,0.0,0.0,-6.13,3.83,0.0
20111111:0700,0.0,0.0,-6.26,3.86,0.0
20111111:0800,0.0,0.0,-6.4,3.88,0.0
20111111:0900,0.0,0.0,-6.53,3.9,0.0
20111111:1000,0.0,0.0,-6.42,4.03,0.0
20111111:1100,0.0,0.0,-6.3,4.15,0.0
20111111:1200,0.0,0.0,-6.18,4.28,0.0
20111111:1300,0.0,0.0,-5.11,4.82,0.0
20111111:1400,133.76,3.1,-4.03,5.36,0.0
20111111:1500,185.69,13.25,-2.96,5.9,0.0
20111111:1600,624.87,22.09,1.86,5.6,0.0
20111111:1700,765.87,28.98,6.68,5.31,0.0
20111111:1800,831.96,33.19,11.5,5.01,0.0
20111111:1900,847.52,34.08,13.08,4.51,0.0
20111111:2000,414.21,31.49,14.66,4.02,0.0
20111111:2100,154.71,25.86,16.24,3.53,0.0
20111111:2200,139.5,17.92,13.32,3.5,0.0
20111111:2300,53.05,8.36,10.4,3.47,0.0
20111112:0000,0.0,0.0,7.47,3.43,0.0
20111112:0100,0.0,0.0,6.13,3.43,0.0
20111112:0200,0.0,0.0,4.78,3.43,0.0
20111112:0300,0.0,0.0,3.43,3.42,0.0
20111112:0400,0.0,0.0,2.74,3.43,0.0
20111112:0500,0.0,0.0,2.05,3.44,0.0
20111112:0600,0.0,0.0,1.36,3.45,0.0
20111112:0700,0.0,0.0,1.01,3.49,0.0
20111112:0800,0.0,0.0,0.65,3.54,0.0
20111112:0900,0.0,0.0,0.3,3.59,0.0
20111112:1000,0.0,0.0,0.78,4.13,0.0
20111112:1100,0.0,0.0,1.26,4.68,0.0
20111112:1200,0.0,0.0,1.75,5.23,0.0
20111112:1300,0.0,0.0,2.94,6.63,0.0
20111112:1400,148.54,2.89,4.14,8.02,0.0
20111112:1500,532.8,13.02,5.34,9.42,0.0
20111112:1600,796.0,21.84,7.65,9.88,0.0
20111112:1700,979.77,28.72,9.97,10.35,0.0
20111112:1800,1084.2,32.91,12.28,10.81,0.0
20111112:1900,1103.29,33.8,12.81,10.24,0.0
20111112:2000,1040.94,31.24,13.34,9.67,0.0
20111112:2100,892.68,25.64,13.87,9.1,0.0
20111112:2200,668.53,17.72,12.04,7.55,0.0
20111112:2300,365.01,8.19,10.2,6.0,0.0
20111113:0000,0.0,0.0,8.36,4.46,0.0
20111113:0100,0.0,0.0,7.89,4.39,0.0
20111113:0200,0.0,0.0,7.42,4.33,0.0
20111113:0300,0.0,0.0,6.95,4.26,0.0
20111113:0400,0.0,0.0,6.7,4.43,0.0
20111113:0500,0.0,0.0,6.44,4.6,0.0
20111113:0600,0.0,0.0,6.18,4.77,0.0
20111113:0700,0.0,0.0,6.06,5.39,0.0
20111113:0800,0.0,0.0,5.95,6.01,0.0
20111113:0900,0.0,0.0,5.83,6.63,0.0
20111113:1000,0.0,0.0,5.76,6.31,0.0
20111113:1100,0.0,0.0,5.69,5.98,0.0
20111113:1200,0.0,0.0,5.62,5.66,0.0
20111113:1300,0.0,0.0,6.34,5.28,0.0
20111113:1400,140.01,2.68,7.07,4.9,0.0
20111113:1500,528.42,12.8,7.8,4.52,0.0
20111113:1600,787.0,21.59,8.99,5.2,0.0
20111113:1700,970.18,28.45,10.17,5.87,0.0
20111113:1800,266.22,32.64,11.36,6.54,0.0
20111113:1900,679.22,33.54,11.52,6.73,0.0
20111113:2000,313.5,30.99,11.68,6.91,0.0
20111113:2100,5.51,25.42,11.84,7.1,0.0
20111113:2200,474.83,17.53,10.34,6.19,0.0
20111113:2300,234.22,8.03,8.84,5.27,0.0
20111114:0000,0.0,0.0,7.34,4.36,0.0
20111114:0100,0.0,0.0,7.03,4.22,0.0
20111114:0200,0.0,0.0,6.72,4.07,0.0
20111114:0300,0.0,0.0,6.4,3.93,0.0
20111114:0400,0.0,0.0,5.89,4.06,0.0
20111114:0500,0.0,0.0,5.37,4.2,0.0
20111114:0600,0.0,0.0,4.85,4.33,0.0
20111114:0700,0.0,0.0,4.17,4.09,0.0
20111114:0800,0.0,0.0,3.48,3.85,0.0
20111114:0900,0.0,0.0,2.8,3.61,0.0
20111114:1000,0.0,0.0,2.24,3.72,0.0
20111114:1100,0.0,0.0,1.68,3.83,0.0
20111114:1200,0.0,0.0,1.12,3.94,0.0
20111114:1300,0.0,0.0,1.71,3.9,0.0
20111114:1400,24.38,2.47,2.3,3.85,0.0
20111114:1500,543.53,12.57,2.89,3.81,0.0
20111114:1600,435.01,21.35,5.11,3.83,0.0
20111114:1700,992.78,28.19,7.32,3.84,0.0
20111114:1800,1094.93,32.37,9.54,3.86,0.0
20111114:1900,1117.69,33.28,10.18,4.77,0.0
20111114:2000,711.46,30.75,10.83,5.68,0.0
20111114:2100,907.21,25.21,11.47,6.59,0.0
20111114:2200,679.86,17.35,9.95,5.79,0.0
20111114:2300,372.04,7.88,8.43,4.99,0.0
20111115:0000,0.0,0.0,6.9,4.19,0.0
20111115:0100,0.0,0.0,5.72,4.02,0.0
20111115:0200,0.0,0.0,4.53,3.85,0.0
20111115:0300,0.0,0.0,3.34,3.68,0.0
20111115:0400,0.0,0.0,2.68,3.77,0.0
20111115:0500,0.0,0.0,2.02,3.86,0.0
20111115:0600,0.0,0.0,1.36,3.94,0.0
20111115:0700,0.0,0.0,1.13,3.79,0.0
20111115:0800,0.0,0.0,0.91,3.63,0.0
20111115:0900,0.0,0.0,0.68,3.48,0.0
20111115:1000,0.0,0.0,0.62,3.34,0.0
20111115:1100,0.0,0.0,0.56,3.2,0.0
20111115:1200,0.0,0.0,0.51,3.06,0.0
20111115:1300,0.0,0.0,1.56,2.92,0.0
20111115:1400,13.37,2.27,2.62,2.79,0.0
20111115:1500,532.44,12.35,3.68,2.65,0.0
20111115:1600,795.33,21.11,5.86,3.31,0.0
20111115:1700,978.63,27.94,8.05,3.98,0.0
20111115:1800,1083.6,32.11,10.23,4.65,0.0
20111115:1900,1100.47,33.02,10.88,4.62,0.0
20111115:2000,790.75,30.52,11.53,4.59,0.0
20111115:2100,886.63,25.0,12.18,4.57,0.0
20111115:2200,662.31,17.17,10.52,4.03,0.0
20111115:2300,351.83,7.72,8.86,3.49,0.0
20111116:0000,0.0,0.0,7.19,2.95,0.0
20111116:0100,0.0,0.0,6.25,2.64,0.0
20111116:0200,0.0,0.0,5.31,2.33,0.0
20111116:0300,0.0,0.0,4.37,2.01,0.0
20111116:0400,0.0,0.0,3.8,1.93,0.0
20111116:0500,0.0,0.0,3.23,1.84,0.0
20111116:0600,0.0,0.0,2.66,1.75,0.0
20111116:0700,0.0,0.0,2.22,1.52,0.0
20111116:0800,0.0,0.0,1.78,1.29,0.0
20111116:0900,0.0,0.0,1.34,1.06,0.0
20111116:1000,0.0,0.0,0.98,0.94,0.0
20111116:1100,0.0,0.0,0.62,0.81,0.0
20111116:1200,0.0,0.0,0.26,0.69,0.0
20111116:1300,0.0,0.0,1.06,0.79,0.0
