Time,Energy,Temperature
2010-05-29,5709,22.0
2010-05-30,5921,18.2
2010-05-31,5979,19.0
2010-06-01,5542,20.5
2010-06-02,4023,19.6
2010-06-03,5159,20.6
2010-06-04,5506,23.0
2010-06-05,5563,26.2
2010-06-06,3876,25.2
2010-06-07,4253,26.0
2010-06-08,5319,26.4
2010-06-09,5665,25.6
2010-06-10,4599,25.6
2010-06-11,4189,23.9
2010-06-12,1947,18.3
2010-06-13,3627,15.7
2010-06-14,4341,15.2
2010-06-15,5730,17.6
2010-06-16,5129,21.4
2010-06-17,5856,23.6
2010-06-18,5825,22.9
2010-06-19,5706,23.7
2010-06-20,5705,24.2
2010-06-21,5728,23.5
2010-06-22,3015,24.4
2010-06-23,5688,23.5
2010-06-24,4759,25.7
2010-06-25,4404,26.5
2010-06-26,3710,26.0
2010-06-27,3809,22.7
2010-06-28,5345,22.4
2010-06-29,5601,24.1
2010-06-30,5704,24.0
2010-07-01,4899,25.6
2010-07-02,4156,25.1
2010-07-03,5498,24.7
2010-07-04,4899,25.1
2010-07-05,5779,23.3
2010-07-06,5414,24.4
2010-07-07,2266,24.8
2010-07-08,4183,21.2
2010-07-09,5216,21.6
2010-07-10,5394,24.7
2010-07-11,3641,25.4
2010-07-12,5669,25.4
2010-07-13,4778,27.1
2010-07-14,3964,26.9
2010-07-15,5616,26.3
2010-07-16,5927,27.8
2010-07-17,4984,28.9
2010-07-18,3572,28.9
2010-07-19,5438,28.3
2010-07-20,4722,26.2
2010-07-21,4726,25.1
2010-07-22,3998,25.1
2010-07-23,3004,25.3
2010-07-24,5393,23.8
2010-07-25,5370,20.8
2010-07-26,5958,23.4
2010-07-27,4497,26.6
2010-07-28,4998,25.6
2010-07-29,4566,23.5
2010-07-30,4401,24.2
2010-07-31,3597,24.2
2010-08-01,4379,23.7
2010-08-02,3992,22.9
2010-08-03,4491,22.3
2010-08-04,4560,23.2
2010-08-05,4835,23.3
2010-08-06,5536,21.9
2010-08-07,4775,24.2
2010-08-08,5946,23.8
2010-08-09,3409,23.5
2010-08-10,4758,21.0
2010-08-11,5282,24.1
2010-08-12,5234,23.8
2010-08-13,6581,22.7
2010-08-14,6617,24.3
2010-08-15,6021,24.5
2010-08-16,4035,24.4
2010-08-17,6565,22.8
2010-08-18,6637,25.3
2010-08-19,4284,25.5
2010-08-20,6631,23.5
2010-08-21,4759,25.8
2010-08-22,4054,25.3
2010-08-23,2117,25.9
2010-08-24,3956,20.6
2010-08-25,6772,21.8
2010-08-26,6951,24.3
2010-08-27,6076,25.2
2010-08-28,4552,24.7
2010-08-29,6508,22.0
2010-08-30,4385,21.3
2010-08-31,5289,21.7
2010-09-01,7062,22.2
2010-09-02,7121,23.0
2010-09-03,7145,21.3
2010-09-04,6578,23.2
2010-09-05,6779,24.3
2010-09-06,7307,24.5
2010-09-07,6986,20.7
2010-09-08,3376,23.9
2010-09-09,7291,21.2
2010-09-10,7460,20.0
2010-09-11,7571,19.0
2010-09-12,6163,20.1
2010-09-13,4876,21.8
2010-09-14,5012,22.8
2010-09-15,7257,23.0
2010-09-16,7413,21.8
2010-09-17,7588,22.2
2010-09-18,7619,23.2
2010-09-19,7758,23.2
2010-09-20,5564,22.5
2010-09-21,6511,19.9
2010-09-22,1579,19.7
2010-09-23,7232,17.9
2010-09-24,7643,17.5
2010-09-25,7625,19.8
2010-09-26,7630,20.6
2010-09-27,7635,22.5
2010-09-28,7697,22.7
2010-09-29,7688,22.9
2010-09-30,7515,20.9
2010-10-01,7188,22.2
2010-10-02,7189,19.4
2010-10-03,7060,19.1
2010-10-04,6539,18.3
2010-10-05,5741,17.1
2010-10-06,4343,17.8
2010-10-07,6168,17.9
2010-10-08,5840,17.5
2010-10-09,6213,13.1
2010-10-10,2993,12.7
2010-10-11,6851,13.3
2010-10-12,1349,11.7
2010-10-13,7404,11.9
2010-10-14,7768,14.3
2010-10-15,7800,15.1
2010-10-16,7642,15.7
2010-10-17,7598,14.9
2010-10-18,3445,14.0
2010-10-19,7688,12.9
2010-10-20,7613,14.1
2010-10-21,2093,13.4
2010-10-22,3515,10.6
2010-10-23,3462,11.1
2010-10-24,4923,10.9
2010-10-25,1656,11.4
2010-10-26,7027,3.0
2010-10-27,7972,0.2
2010-10-28,7423,3.5
2010-10-29,7591,4.8
2010-10-30,7238,6.7
2010-10-31,7429,8.0
2010-11-01,6385,6.3
2010-11-02,7413,8.1
2010-11-03,7535,10.2
2010-11-04,5820,10.3
2010-11-05,7634,10.3
2010-11-06,7602,10.9
2010-11-07,6978,10.7
2010-11-08,7612,9.7
2010-11-09,6278,8.8
2010-11-10,7661,4.3
2010-11-11,6545,4.7
2010-11-12,7631,3.6
2010-11-13,6650,3.6
2010-11-14,5886,3.2
2010-11-15,3652,3.6
2010-11-16,7295,4.2
2010-11-17,7713,5.0
2010-11-18,7500,6.0
2010-11-19,4749,6.9
2010-11-20,6018,7.1
2010-11-21,6057,7.6
2010-11-22,5090,3.0
2010-11-23,7528,1.7
2010-11-24,3521,2.2
2010-11-25,7965,-6.6
2010-11-26,7467,-2.6
2010-11-27,7741,4.0
2010-11-28,7316,1.9
2010-11-29,3180,-0.2
2010-11-30,7519,-1.2
2010-12-01,7024,0.4
2010-12-02,7041,0.0
2010-12-03,7278,3.2
2010-12-04,4215,5.1
2010-12-05,4722,4.3
2010-12-06,6565,4.4
2010-12-07,5611,4.2
2010-12-08,4470,3.7
2010-12-09,4990,5.2
2010-12-10,4678,4.4
2010-12-11,6847,3.3
2010-12-12,6117,3.2
2010-12-13,6592,6.5
2010-12-14,5878,4.7
2010-12-15,4342,6.5
2010-12-16,1111,2.6
2010-12-17,2576,0.9
2010-12-18,7206,1.4
2010-12-19,5645,4.5
2010-12-20,4968,7.6
2010-12-21,4391,6.7
2010-12-22,435,4.1
2010-12-23,3444,3.2
2010-12-24,3216,4.6
2010-12-25,7054,2.1
2010-12-26,5766,-0.2
2010-12-27,5713,0.1
2010-12-28,5984,1.8
2010-12-29,4016,-0.2
2010-12-30,1698,-2.3
2010-12-31,3036,-7.0
2011-01-01,7636,-10.5
2011-01-02,7630,-6.0
2011-01-03,7451,-4.1
2011-01-04,7459,-6.3
2011-01-05,5374,-5.7
2011-01-06,7399,-2.9
2011-01-07,7304,-0.1
2011-01-08,6750,1.4
2011-01-09,954,2.5
2011-01-10,2784,-3.1
2011-01-11,6211,-6.9
2011-01-12,6364,-2.7
2011-01-13,6216,1.3
2011-01-14,7447,3.7
2011-01-15,2801,3.1
2011-01-16,2618,3.6
2011-01-17,7407,6.4
2011-01-18,5542,1.1
2011-01-19,4051,-1.5
2011-01-20,7834,-1.4
2011-01-21,7848,-2.2
2011-01-22,6255,-2.1
2011-01-23,5724,-0.5
2011-01-24,4018,-0.5
2011-01-25,5379,-1.0
2011-01-26,6423,1.3
2011-01-27,6688,2.5
2011-01-28,7758,4.2
2011-01-29,7822,2.2
2011-01-30,4002,4.0
2011-01-31,1967,1.8
2011-02-01,3252,-9.1
2011-02-02,7896,-16.4
2011-02-03,3470,-9.0
2011-02-04,5450,0.4
2011-02-05,2445,2.5
2011-02-06,1741,-1.1
2011-02-07,6185,-2.2
2011-02-08,1522,-3.8
2011-02-09,8255,-11.7
2011-02-10,8085,-10.1
2011-02-11,7825,-5.8
2011-02-12,2413,-3.2
2011-02-13,8083,-0.0
2011-02-14,7789,5.3
2011-02-15,7891,5.2
2011-02-16,5489,5.3
2011-02-17,6173,6.1
2011-02-18,4391,4.4
2011-02-19,5731,5.8
2011-02-20,5544,4.4
2011-02-21,7527,-1.7
2011-02-22,8496,-3.3
2011-02-23,8444,-1.6
2011-02-24,6790,-0.6
2011-02-25,1519,0.2
2011-02-26,3982,4.1
2011-02-27,4365,3.5
2011-02-28,8281,3.8
2011-03-01,8278,6.2
2011-03-02,6942,8.4
2011-03-03,7598,8.4
2011-03-04,3137,5.6
2011-03-05,5038,3.4
2011-03-06,3652,4.7
2011-03-07,1810,2.2
2011-03-08,1856,3.8
2011-03-09,8108,1.3
2011-03-10,8014,3.0
2011-03-11,7197,9.3
2011-03-12,7680,9.9
2011-03-13,5452,9.1
2011-03-14,6443,7.4
2011-03-15,4866,6.9
2011-03-16,6225,6.7
2011-03-17,6314,13.4
2011-03-18,6379,11.2
2011-03-19,6493,11.5
2011-03-20,4524,11.3
2011-03-21,7124,11.6
2011-03-22,7604,8.6
2011-03-23,8004,6.4
2011-03-24,5301,8.2
2011-03-25,4532,7.2
2011-03-26,6258,7.6
2011-03-27,7108,8.5
2011-03-28,7105,9.4
2011-03-29,7375,7.2
2011-03-30,6173,8.6
2011-03-31,6830,12.0
2011-04-01,6684,14.7
2011-04-02,6995,14.5
2011-04-03,2826,15.7
2011-04-04,7454,6.0
2011-04-05,7442,11.8
2011-04-06,5768,14.7
2011-04-07,5125,11.3
2011-04-08,5877,11.7
2011-04-09,4714,13.0
2011-04-10,6043,6.4
2011-04-11,7206,8.4
2011-04-12,4769,12.0
2011-04-13,5687,12.1
2011-04-14,5372,10.4
2011-04-15,7386,7.9
2011-04-16,5986,11.0
2011-04-17,6777,13.7
2011-04-18,4657,16.2
2011-04-19,5728,13.7
2011-04-20,1628,12.4
2011-04-21,5304,15.7
2011-04-22,5253,13.9
2011-04-23,3206,11.3
2011-04-24,2267,10.8
2011-04-25,4076,8.8
2011-04-26,4079,8.7
2011-04-27,4732,6.9
2011-04-28,6683,9.8
2011-04-29,5291,13.9
2011-04-30,6634,9.4
2011-05-01,3161,4.5
2011-05-02,4615,4.3
2011-05-03,5804,8.5
2011-05-04,6580,12.7
2011-05-05,6750,12.1
2011-05-06,6274,15.2
2011-05-07,6404,17.7
2011-05-08,6530,17.8
2011-05-09,6167,16.7
2011-05-10,6082,13.7
2011-05-11,1667,10.9
2011-05-12,4790,9.7
2011-05-13,6343,13.9
2011-05-14,4119,14.7
2011-05-15,2303,14.1
2011-05-16,5979,16.1
2011-05-17,5131,15.7
2011-05-18,3154,13.4
2011-05-19,4660,9.8
2011-05-20,4767,10.0
2011-05-21,6076,12.4
2011-05-22,4815,15.9
2011-05-23,4286,16.1
2011-05-24,4042,14.7
2011-05-25,5426,14.6
2011-05-26,5315,17.6
2011-05-27,5867,20.0
2011-05-28,5797,21.0
2011-05-29,5989,22.4
2011-05-30,6073,18.7
2011-05-31,6088,15.9
2011-06-01,5015,21.5
2011-06-02,5981,23.4
2011-06-03,5936,21.4
2011-06-04,5472,22.6
2011-06-05,5303,22.8
2011-06-06,5761,24.7
2011-06-07,6034,22.9
2011-06-08,5670,21.7
2011-06-09,5775,21.8
2011-06-10,5040,21.2
2011-06-11,5297,22.6
2011-06-12,5897,22.6
2011-06-13,4952,22.1
2011-06-14,5825,22.4
2011-06-15,5817,22.5
2011-06-16,5577,24.4
2011-06-17,2888,23.8
2011-06-18,3797,21.9
2011-06-19,5631,22.5
2011-06-20,3838,16.6
2011-06-21,5644,17.6
2011-06-22,5746,21.4
2011-06-23,4588,24.3
2011-06-24,5727,25.9
2011-06-25,5748,26.5
2011-06-26,5879,25.9
2011-06-27,5054,24.5
2011-06-28,4515,26.9
2011-06-29,4019,26.8
2011-06-30,3759,27.1
2011-07-01,5755,23.8
2011-07-02,4712,26.3
2011-07-03,4136,27.1
2011-07-04,5684,27.9
2011-07-05,5588,28.3
2011-07-06,3932,28.2
2011-07-07,3981,27.3
2011-07-08,4069,26.1
2011-07-09,4302,25.1
2011-07-10,3613,25.1
2011-07-11,3478,25.9
2011-07-12,5255,24.3
2011-07-13,5141,25.1
2011-07-14,4205,26.1
2011-07-15,4256,25.3
2011-07-16,3803,27.2
2011-07-17,5586,28.7
2011-07-18,5090,28.6
2011-07-19,4313,27.7
2011-07-20,4229,26.2
2011-07-21,3386,24.8
2011-07-22,5216,25.6
2011-07-23,5395,27.9
2011-07-24,5104,27.9
2011-07-25,5338,27.4
2011-07-26,5145,25.9
2011-07-27,4282,25.1
2011-07-28,5214,26.3
2011-07-29,4723,24.6
2011-07-30,5349,25.7
2011-07-31,3707,26.1
2011-08-01,5497,25.9
2011-08-02,2557,25.4
2011-08-03,5408,22.8
2011-08-04,3781,23.0
2011-08-05,5137,24.5
2011-08-06,5889,25.3
2011-08-07,6344,25.3
2011-08-08,6451,26.6
2011-08-09,6476,25.7
2011-08-10,5687,26.8
2011-08-11,5533,25.8
2011-08-12,5049,26.2
2011-08-13,5898,26.8
2011-08-14,4620,26.9
2011-08-15,4162,25.2
2011-08-16,5906,26.4
2011-08-17,6226,26.8
2011-08-18,4895,26.9
2011-08-19,2797,26.5
2011-08-20,5842,24.1
2011-08-21,5265,22.7
2011-08-22,4236,23.9
2011-08-23,5834,26.4
2011-08-24,3767,27.1
2011-08-25,4908,25.9
2011-08-26,3817,25.2
2011-08-27,4994,25.8
2011-08-28,4718,26.1
2011-08-29,4445,24.8
2011-08-30,5684,23.3
2011-08-31,5609,25.2
2011-09-01,6322,25.2
2011-09-02,5332,25.5
2011-09-03,6351,23.7
2011-09-04,6575,19.6
2011-09-05,6369,21.2
2011-09-06,2177,21.7
2011-09-07,2313,17.2
2011-09-08,5143,15.8
2011-09-09,7096,16.3
2011-09-10,6935,16.3
2011-09-11,6966,16.6
2011-09-12,5822,18.6
2011-09-13,2858,18.5
2011-09-14,2172,15.7
2011-09-15,4556,14.5
2011-09-16,5559,16.3
2011-09-17,5106,15.2
2011-09-18,6491,15.8
2011-09-19,7343,17.7
2011-09-20,7016,18.9
2011-09-21,6887,18.1
2011-09-22,7721,16.6
2011-09-23,7414,18.5
2011-09-24,7218,20.2
2011-09-25,6822,20.7
2011-09-26,6217,21.0
2011-09-27,6622,20.5
2011-09-28,7030,19.8
2011-09-29,7496,19.7
2011-09-30,7142,18.2
2011-10-01,5917,18.6
2011-10-02,5684,18.7
2011-10-03,6292,18.8
2011-10-04,3645,16.5
2011-10-05,5698,14.1
2011-10-06,1725,12.6
2011-10-07,4253,8.7
2011-10-08,4171,8.2
2011-10-09,5290,7.6
2011-10-10,7762,9.0
2011-10-11,6249,11.3
2011-10-12,7100,13.2
2011-10-13,7670,13.5
2011-10-14,7668,14.8
2011-10-15,6092,15.4
2011-10-16,7550,16.2
2011-10-17,5578,14.8
2011-10-18,7847,10.2
2011-10-19,7844,10.2
2011-10-20,7835,12.5
2011-10-21,7235,12.3
2011-10-22,7091,12.8
2011-10-23,7853,13.0
2011-10-24,7356,13.0
2011-10-25,4829,14.8
2011-10-26,825,8.4
2011-10-27,7723,2.5
2011-10-28,8019,4.6
2011-10-29,6303,4.0
2011-10-30,7793,6.1
2011-10-31,6883,8.9
2011-11-01,7077,9.4
2011-11-02,4058,5.1
2011-11-03,7973,3.0
2011-11-04,4486,6.3
2011-11-05,4856,8.5
2011-11-06,7867,3.6
2011-11-07,6988,3.3
2011-11-08,6052,3.1
2011-11-09,7940,1.1
2011-11-10,7900,0.3
2011-11-11,4151,1.2
2011-11-12,7612,5.8
2011-11-13,4399,8.0
2011-11-14,6879,5.8
2011-11-15,7195,4.9
2011-11-16,7750,4.1
2011-11-17,7476,1.8
2011-11-18,7602,0.6
2011-11-19,7357,2.6
2011-11-20,7351,3.1
2011-11-21,5027,3.4
2011-11-22,6754,2.8
2011-11-23,7163,4.1
2011-11-24,7253,6.8
2011-11-25,4240,6.6
2011-11-26,7742,2.8
2011-11-27,7306,5.7
2011-11-28,5983,7.5
2011-11-29,7332,6.6
2011-11-30,7036,2.8
2011-12-01,2089,0.8
2011-12-02,7262,-1.1
2011-12-03,1352,-1.1
2011-12-04,1444,-3.1
2011-12-05,3956,-8.5
2011-12-06,7465,-8.7
2011-12-07,7275,-2.6
2011-12-08,3436,-2.3
2011-12-09,7259,-3.9
2011-12-10,7224,-2.8
2011-12-11,6854,-2.4
2011-12-12,2913,-3.2
2011-12-13,6332,1.9
2011-12-14,4108,0.8
2011-12-15,7232,-4.9
2011-12-16,7329,-4.7
2011-12-17,7451,-2.6
2011-12-18,7281,0.0
2011-12-19,1283,-0.8
2011-12-20,6611,-1.2
2011-12-21,5833,-4.6
2011-12-22,1877,-2.4
2011-12-23,7506,-8.5
2011-12-24,7406,-5.2
2011-12-25,7219,-4.2
2011-12-26,5965,-3.1
2011-12-27,7238,-3.9
2011-12-28,3679,-1.5
2011-12-29,7104,0.9
2011-12-30,6577,1.5
2011-12-31,7135,0.5
2012-01-01,6120,-3.5
2012-01-02,7473,-0.8
2012-01-03,4341,0.2
2012-01-04,6124,0.7
2012-01-05,7509,4.5
2012-01-06,5951,3.0
2012-01-07,6511,-0.7
2012-01-08,6675,-0.3
2012-01-09,7277,-3.0
2012-01-10,7696,-0.2
2012-01-11,1100,-3.5
2012-01-12,7840,-6.9
2012-01-13,7541,-5.1
2012-01-14,7195,-3.2
2012-01-15,4138,-1.4
2012-01-16,3663,2.1
2012-01-17,6037,-1.8
2012-01-18,5484,0.1
2012-01-19,7434,5.5
2012-01-20,6025,3.1
2012-01-21,6004,-0.2
2012-01-22,5477,3.8
2012-01-23,7307,-1.1
2012-01-24,5508,-3.2
2012-01-25,7714,-2.1
2012-01-26,6255,-0.7
2012-01-27,4201,-1.0
2012-01-28,7292,-6.4
2012-01-29,2194,-3.2
2012-01-30,5005,-1.7
2012-01-31,4174,-2.0
2012-02-01,6512,-2.0
2012-02-02,855,0.4
2012-02-03,1141,0.1
2012-02-04,7814,-3.1
2012-02-05,7783,-3.9
2012-02-06,4136,-1.6
2012-02-07,653,-1.4
2012-02-08,4038,-3.1
2012-02-09,4757,-0.4
2012-02-10,5293,-2.7
2012-02-11,623,0.5
2012-02-12,2957,-0.1
2012-02-13,6873,-2.3
2012-02-14,6067,-2.0
2012-02-15,7071,-2.9
2012-02-16,6770,-1.1
2012-02-17,8207,-0.9
2012-02-18,8241,0.3
2012-02-19,4389,0.1
2012-02-20,7393,-3.7
2012-02-21,8095,-4.6
2012-02-22,4362,3.3
2012-02-23,1696,5.4
2012-02-24,7001,-1.2
2012-02-25,8284,1.7
2012-02-26,7616,-0.1
2012-02-27,8114,0.7
2012-02-28,3990,2.5
2012-02-29,8260,-1.7
2012-03-01,3207,0.2
2012-03-02,2572,-3.1
2012-03-03,7623,-5.3
2012-03-04,8290,0.9
2012-03-05,8471,1.7
2012-03-06,5128,2.9
2012-03-07,3244,5.8
2012-03-08,3938,2.4
2012-03-09,8433,2.6
2012-03-10,7556,4.8
2012-03-11,5217,5.6
2012-03-12,7320,8.4
2012-03-13,8191,9.3
2012-03-14,7731,9.6
2012-03-15,8063,9.7
2012-03-16,7328,10.7
2012-03-17,5443,11.1
2012-03-18,4604,11.1
2012-03-19,4386,3.2
2012-03-20,6591,3.3
2012-03-21,7869,6.5
2012-03-22,7838,10.6
2012-03-23,7977,12.5
2012-03-24,7889,12.7
2012-03-25,5369,14.2
2012-03-26,7391,13.8
2012-03-27,6779,12.1
2012-03-28,7758,12.6
2012-03-29,7525,12.7
2012-03-30,6199,13.4
2012-03-31,7344,14.8
2012-04-01,7824,15.8
2012-04-02,1576,11.1
2012-04-03,1177,5.7
2012-04-04,6964,9.0
2012-04-05,6115,12.3
2012-04-06,7559,13.3
2012-04-07,7583,10.7
2012-04-08,7338,12.5
2012-04-09,7135,14.4
2012-04-10,5066,15.5
2012-04-11,3365,16.1
2012-04-12,6154,11.7
2012-04-13,5656,10.2
2012-04-14,4762,11.1
2012-04-15,2658,7.7
2012-04-16,5646,7.8
2012-04-17,6195,10.7
2012-04-18,5906,13.3
2012-04-19,3477,14.7
2012-04-20,6808,12.9
2012-04-21,7022,16.2
2012-04-22,6028,16.4
2012-04-23,6360,18.2
2012-04-24,5916,18.9
2012-04-25,4630,19.3
2012-04-26,3420,19.6
2012-04-27,6614,14.7
2012-04-28,5151,12.9
2012-04-29,4919,12.9
2012-04-30,6882,14.2
2012-05-01,4809,17.1
2012-05-02,5784,17.6
2012-05-03,6135,18.7
2012-05-04,6614,19.7
2012-05-05,6291,19.8
2012-05-06,5426,17.9
2012-05-07,822,13.4
2012-05-08,6296,10.9
2012-05-09,6509,14.7
2012-05-10,5717,18.0
2012-05-11,2134,15.9
2012-05-12,3552,13.4
2012-05-13,3817,13.4
2012-05-14,6304,13.1
2012-05-15,6336,17.4
2012-05-16,5785,18.8
2012-05-17,4986,18.5
2012-05-18,4930,19.8
2012-05-19,4324,17.4
2012-05-20,6027,16.8
2012-05-21,5995,20.5
2012-05-22,5812,21.8
2012-05-23,3706,23.6
2012-05-24,5952,19.4
2012-05-25,5512,20.0
2012-05-26,6084,23.4
2012-05-27,5860,17.4
2012-05-28,6052,15.7
2012-05-29,5998,19.4
2012-05-30,5143,21.0
2012-05-31,5456,20.8
2012-06-01,3720,21.8
2012-06-02,3393,22.9
2012-06-03,4189,22.6
2012-06-04,5277,23.8
2012-06-05,4566,22.7
2012-06-06,5292,23.3
2012-06-07,5843,23.8
2012-06-08,5821,24.5
2012-06-09,5771,25.4
2012-06-10,5691,24.3
2012-06-11,5585,20.5
2012-06-12,4516,22.7
2012-06-13,5768,24.7
2012-06-14,5193,25.7
2012-06-15,5075,24.8
2012-06-16,4208,24.6
2012-06-17,5760,24.9
2012-06-18,5763,27.2
2012-06-19,5755,27.5
2012-06-20,5743,27.6
2012-06-21,5321,24.2
2012-06-22,5615,27.2
2012-06-23,4933,28.5
2012-06-24,5105,28.8
2012-06-25,5484,29.7
2012-06-26,5617,29.0
2012-06-27,4479,27.7
2012-06-28,4258,25.6
2012-06-29,4771,25.0
2012-06-30,4448,27.0
2012-07-01,4341,27.8
2012-07-02,3405,27.6
2012-07-03,4452,26.8
2012-07-04,4421,26.3
2012-07-05,3781,26.3
2012-07-06,3818,23.5
2012-07-07,3702,20.6
2012-07-08,3979,20.4
2012-07-09,4798,21.0
2012-07-10,5542,21.1
2012-07-11,4832,22.2
2012-07-12,4565,24.0
2012-07-13,5426,24.7
2012-07-14,4355,24.3
2012-07-15,5564,24.3
2012-07-16,3420,24.9
2012-07-17,5247,23.6
2012-07-18,4820,24.9
2012-07-19,5718,24.8
2012-07-20,5851,27.3
2012-07-21,5605,27.6
2012-07-22,3592,26.6
2012-07-23,4333,27.2
2012-07-24,5522,26.8
2012-07-25,4033,25.3
2012-07-26,5364,25.8
2012-07-27,3200,25.8
2012-07-28,4843,24.1
2012-07-29,4762,27.2
2012-07-30,5842,27.4
2012-07-31,5549,26.5
2012-08-01,5144,26.6
2012-08-02,4330,25.8
2012-08-03,5669,26.9
2012-08-04,6176,26.7
2012-08-05,5524,25.7
2012-08-06,4189,26.8
2012-08-07,4488,27.1
2012-08-08,6270,28.3
2012-08-09,5408,27.4
2012-08-10,4662,27.7
2012-08-11,4556,27.1
2012-08-12,6007,25.2
2012-08-13,3098,24.7
2012-08-14,5029,24.1
2012-08-15,4307,25.0
2012-08-16,6187,24.9
2012-08-17,5197,25.8
2012-08-18,6443,25.6
2012-08-19,6575,24.2
2012-08-20,1920,23.8
2012-08-21,6451,22.9
2012-08-22,3248,25.4
2012-08-23,2570,22.0
2012-08-24,3084,20.3
2012-08-25,6515,22.1
2012-08-26,6221,24.2
2012-08-27,6208,25.5
2012-08-28,4529,25.2
2012-08-29,6621,25.1
2012-08-30,6259,25.9
2012-08-31,6715,25.3
2012-09-01,4407,25.3
2012-09-02,4343,25.3
2012-09-03,4055,23.1
2012-09-04,6803,24.2
2012-09-05,6982,24.3
2012-09-06,6112,23.5
2012-09-07,4404,23.1
2012-09-08,7078,19.9
2012-09-09,7232,21.5
2012-09-10,5787,22.0
2012-09-11,3940,22.3
2012-09-12,567,17.5
2012-09-13,5646,15.0
2012-09-14,7457,16.0
2012-09-15,7510,18.1
2012-09-16,7410,20.1
2012-09-17,3273,18.4
2012-09-18,7323,17.0
2012-09-19,0,19.2
2012-09-20,0,19.9
2012-09-21,0,19.8
2012-09-22,0,20.9
2012-09-23,0,20.7
2012-09-24,0,19.6
2012-09-25,0,16.0
2012-09-26,0,13.9
2012-09-27,0,15.4
2012-09-28,0,16.0
2012-09-29,0,17.6
2012-09-30,0,17.1
2012-10-01,6542,16.1
2012-10-02,7736,17.0
2012-10-03,7774,18.0
2012-10-04,5123,17.0
2012-10-05,6788,16.4
2012-10-06,870,11.7
2012-10-07,8122,8.6
2012-10-08,6192,11.2
2012-10-09,7797,15.1
2012-10-10,6286,15.2
2012-10-11,7092,16.5
2012-10-12,3344,15.1
2012-10-13,3126,9.0
2012-10-14,7741,12.3
2012-10-15,7795,13.8
2012-10-16,7762,14.8
2012-10-17,8060,13.6
2012-10-18,7913,12.0
2012-10-19,7159,13.5
2012-10-20,7481,14.6
2012-10-21,7832,14.1
2012-10-22,7685,14.0
2012-10-23,7839,15.0
2012-10-24,5429,14.4
2012-10-25,2962,8.9
2012-10-26,7057,4.8
2012-10-27,7055,6.3
2012-10-28,7023,8.6
2012-10-29,5213,10.8
2012-10-30,7824,12.0
2012-10-31,7689,12.2
2012-11-01,5809,13.2
2012-11-02,1272,11.5
2012-11-03,6641,10.3
2012-11-04,4173,9.9
2012-11-05,5890,10.8
2012-11-06,7717,12.4
2012-11-07,7967,12.0
2012-11-08,5215,11.3
2012-11-09,6839,10.3
2012-11-10,4100,8.5
2012-11-11,3532,0.0
2012-11-12,8045,0.9
2012-11-13,7852,3.6
2012-11-14,6389,2.4
2012-11-15,7532,2.8
2012-11-16,6458,4.2
2012-11-17,7508,6.0
2012-11-18,7501,6.8
2012-11-19,5978,6.4
2012-11-20,7624,7.5
2012-11-21,7706,8.2
2012-11-22,6284,7.8
2012-11-23,7567,7.2
2012-11-24,6736,7.8
2012-11-25,7765,7.0
2012-11-26,5660,6.5
2012-11-27,3937,5.9
2012-11-28,1987,5.8
2012-11-29,4699,6.6
2012-11-30,4598,6.9
2012-12-01,6041,6.6
2012-12-02,6105,6.0
2012-12-03,1858,6.9
2012-12-04,4521,4.9
2012-12-05,5593,6.7
2012-12-06,742,5.5
2012-12-07,6415,4.4
2012-12-08,7453,3.6
2012-12-09,394,0.6
2012-12-10,5783,-4.0
2012-12-11,7626,-1.9
2012-12-12,7492,0.5
2012-12-13,5698,2.3
2012-12-14,1887,1.9
2012-12-15,3789,1.5
2012-12-16,7520,-0.5
2012-12-17,6477,-1.0
2012-12-18,5175,1.2
2012-12-19,1152,0.1
2012-12-20,7710,-8.8
2012-12-21,4884,-2.8
2012-12-22,4820,-2.4
2012-12-23,7102,-2.3
2012-12-24,5164,-0.1
2012-12-25,1128,-1.4
2012-12-26,7433,-3.6
2012-12-27,6743,-2.9
2012-12-28,7709,-4.0
2012-12-29,4838,-4.8
2012-12-30,5665,-2.8
2012-12-31,3658,-2.8
2013-01-01,3748,-3.5
2013-01-02,7743,-6.5
2013-01-03,7870,-6.1
2013-01-04,7666,-2.7
2013-01-05,7830,-0.6
2013-01-06,6752,-0.5
2013-01-07,3284,1.2
2013-01-08,3186,1.2
2013-01-09,7625,2.0
2013-01-10,2155,1.3
2013-01-11,4235,-0.0
2013-01-12,7788,-10.0
2013-01-13,6057,-10.7
2013-01-14,6525,-9.6
2013-01-15,3369,-8.7
2013-01-16,7609,-0.3
2013-01-17,7724,2.3
2013-01-18,8018,0.9
2013-01-19,8060,-1.4
2013-01-20,7987,-2.7
2013-01-21,7803,-1.6
2013-01-22,8175,2.8
2013-01-23,6575,4.0
2013-01-24,6504,3.1
2013-01-25,4552,2.5
2013-01-26,3144,3.3
2013-01-27,7483,5.2
2013-01-28,3867,4.3
2013-01-29,2076,-0.8
2013-01-30,7541,-3.9
2013-01-31,8052,-0.0
2013-02-01,8004,-3.7
2013-02-02,6662,-0.2
2013-02-03,2408,3.6
2013-02-04,7223,4.4
2013-02-05,7908,4.4
2013-02-06,4261,1.2
2013-02-07,8163,3.0
2013-02-08,6841,2.9
2013-02-09,5022,4.1
2013-02-10,3593,-0.6
2013-02-11,1270,-1.4
