Time,Energy,Temperature
2007-09-15,4844,22.6
2007-09-16,5284,21.2
2007-09-17,2848,19.5
2007-09-18,7496,16.5
2007-09-19,7505,18.4
2007-09-20,4653,20.4
2007-09-21,7422,20.6
2007-09-22,6231,21.7
2007-09-23,2843,21.0
2007-09-24,6643,17.1
2007-09-25,7523,14.9
2007-09-26,7810,15.6
2007-09-27,7746,16.6
2007-09-28,3574,17.7
2007-09-29,5112,17.6
2007-09-30,7845,14.9
2007-10-01,2065,16.2
2007-10-02,7717,17.5
2007-10-03,8000,16.2
2007-10-04,7495,17.1
2007-10-05,4489,17.3
2007-10-06,7651,19.0
2007-10-07,5609,11.7
2007-10-08,7860,12.1
2007-10-09,7791,15.5
2007-10-10,5564,16.6
2007-10-11,7605,17.3
2007-10-12,6157,17.0
2007-10-13,4329,16.1
2007-10-14,3320,11.2
2007-10-15,7760,9.6
2007-10-16,6368,10.8
2007-10-17,5743,10.3
2007-10-18,7956,7.4
2007-10-19,7431,11.1
2007-10-20,6851,13.2
2007-10-21,1926,8.9
2007-10-22,7857,4.1
2007-10-23,7670,11.4
2007-10-24,7929,13.2
2007-10-25,8027,14.2
2007-10-26,7748,14.0
2007-10-27,6472,12.0
2007-10-28,6821,13.3
2007-10-29,5952,12.9
2007-10-30,7709,13.3
2007-10-31,1773,10.7
2007-11-01,7903,9.5
2007-11-02,7728,9.2
2007-11-03,8047,9.6
2007-11-04,7996,10.5
2007-11-05,8082,10.6
2007-11-06,7892,10.3
2007-11-07,7946,10.6
2007-11-08,7941,10.6
2007-11-09,6347,10.2
2007-11-10,6298,11.1
2007-11-11,7759,10.6
2007-11-12,4455,9.9
2007-11-13,7399,10.4
2007-11-14,4832,10.2
2007-11-15,7638,8.1
2007-11-16,7321,10.0
2007-11-17,2536,10.2
2007-11-18,5371,10.0
2007-11-19,7557,10.5
2007-11-20,4210,10.5
2007-11-21,1760,5.5
2007-11-22,7302,2.3
2007-11-23,1011,2.1
2007-11-24,7785,1.0
2007-11-25,7467,4.3
2007-11-26,4462,4.7
2007-11-27,7695,4.7
2007-11-28,7676,4.3
2007-11-29,7284,-2.1
2007-11-30,3869,0.9
2007-12-01,2533,6.8
2007-12-02,6850,1.3
2007-12-03,4567,2.4
2007-12-04,4891,7.7
2007-12-05,4725,6.8
2007-12-06,3293,5.3
2007-12-07,501,5.7
2007-12-08,853,4.9
2007-12-09,7063,-0.2
2007-12-10,4102,-0.4
2007-12-11,786,-0.5
2007-12-12,7276,-4.4
2007-12-13,4349,-5.5
2007-12-14,3890,-6.4
2007-12-15,7604,-8.1
2007-12-16,7393,-6.9
2007-12-17,5260,-5.3
2007-12-18,7158,-3.6
2007-12-19,6496,-3.3
2007-12-20,6997,-2.6
2007-12-21,6871,-2.1
2007-12-22,7618,-5.9
2007-12-23,7217,-7.4
2007-12-24,4391,-5.0
2007-12-25,503,-3.3
2007-12-26,6802,-5.8
2007-12-27,2917,-6.0
2007-12-28,7226,-10.5
2007-12-29,7527,-11.6
2007-12-30,7384,-7.4
2007-12-31,4913,-7.3
2008-01-01,7837,-10.8
2008-01-02,4483,-2.9
2008-01-03,2627,0.2
2008-01-04,6567,1.7
2008-01-05,4293,2.6
2008-01-06,1876,2.3
2008-01-07,1713,-1.9
2008-01-08,7080,-4.2
2008-01-09,5106,-4.8
2008-01-10,7576,-4.9
2008-01-11,4745,-4.0
2008-01-12,6754,-6.2
2008-01-13,6885,-7.3
2008-01-14,7782,-5.4
2008-01-15,817,-5.2
2008-01-16,1830,-7.7
2008-01-17,5297,-14.2
2008-01-18,2510,-10.5
2008-01-19,7697,-9.1
2008-01-20,7710,-5.9
2008-01-21,2517,-4.3
2008-01-22,7816,-4.6
2008-01-23,7900,-5.5
2008-01-24,6827,-3.9
2008-01-25,7435,-1.6
2008-01-26,7805,-0.0
2008-01-27,6189,-0.1
2008-01-28,5328,4.4
2008-01-29,8048,-2.9
2008-01-30,5535,-4.6
2008-01-31,8106,-6.3
2008-02-01,6664,-3.8
2008-02-02,2666,-5.4
2008-02-03,3646,-6.2
2008-02-04,4665,-1.3
2008-02-05,4936,-2.7
2008-02-06,7749,-6.8
2008-02-07,7701,-5.6
2008-02-08,7626,-1.2
2008-02-09,7830,-1.0
2008-02-10,6260,-1.6
2008-02-11,7313,-1.2
2008-02-12,7786,-1.3
2008-02-13,7896,-0.7
2008-02-14,1816,2.8
2008-02-15,6615,2.2
2008-02-16,7052,3.6
2008-02-17,3298,0.1
2008-02-18,7624,-0.5
2008-02-19,8011,1.3
2008-02-20,4856,-0.9
2008-02-21,3727,-0.4
2008-02-22,6220,0.7
2008-02-23,3819,1.4
2008-02-24,4712,-0.2
2008-02-25,7189,3.4
2008-02-26,7969,-1.0
2008-02-27,7414,-0.8
2008-02-28,7598,2.0
2008-02-29,8358,2.1
2008-03-01,6850,5.4
2008-03-02,940,6.5
2008-03-03,8057,-2.7
2008-03-04,7901,-0.8
2008-03-05,3007,-0.3
2008-03-06,6199,-1.9
2008-03-07,8013,-2.4
2008-03-08,4041,0.2
2008-03-09,4016,4.2
2008-03-10,5535,4.1
2008-03-11,8118,4.4
2008-03-12,6125,7.9
2008-03-13,6326,6.3
2008-03-14,2305,4.3
2008-03-15,6048,1.1
2008-03-16,1444,4.8
2008-03-17,1648,5.2
2008-03-18,8140,4.6
2008-03-19,7988,6.6
2008-03-20,7747,8.3
2008-03-21,7896,8.0
2008-03-22,6735,5.6
2008-03-23,6764,3.3
2008-03-24,6548,2.8
2008-03-25,7815,6.8
2008-03-26,7805,10.9
2008-03-27,7237,10.9
2008-03-28,2060,6.5
2008-03-29,6317,9.2
2008-03-30,5084,9.5
2008-03-31,5234,9.2
2008-04-01,3507,7.0
2008-04-02,6688,9.6
2008-04-03,5013,7.4
2008-04-04,7538,7.1
2008-04-05,6404,8.7
2008-04-06,6510,8.9
2008-04-07,3835,9.7
2008-04-08,6693,7.4
2008-04-09,4255,10.5
2008-04-10,2526,6.9
2008-04-11,4329,5.3
2008-04-12,6195,5.0
2008-04-13,7275,9.1
2008-04-14,7393,12.6
2008-04-15,7239,14.0
2008-04-16,4187,13.9
2008-04-17,4812,5.6
2008-04-18,7198,8.3
2008-04-19,6835,12.4
2008-04-20,7206,13.6
2008-04-21,6932,12.2
2008-04-22,7074,12.6
2008-04-23,6491,14.4
2008-04-24,5822,14.3
2008-04-25,7061,9.1
2008-04-26,6174,9.2
2008-04-27,6985,8.6
2008-04-28,5260,11.8
2008-04-29,4919,14.8
2008-04-30,6627,16.6
2008-05-01,5135,11.6
2008-05-02,5006,6.8
2008-05-03,6265,9.6
2008-05-04,5516,12.9
2008-05-05,5530,16.3
2008-05-06,5298,16.6
2008-05-07,4533,15.6
2008-05-08,4813,13.5
2008-05-09,5493,12.8
2008-05-10,6458,13.7
2008-05-11,6399,13.1
2008-05-12,6462,16.7
2008-05-13,2315,13.7
2008-05-14,4525,12.0
2008-05-15,3981,11.4
2008-05-16,3045,11.9
2008-05-17,6183,15.6
2008-05-18,5664,18.4
2008-05-19,5290,21.9
2008-05-20,5807,21.1
2008-05-21,5321,21.2
2008-05-22,5510,15.9
2008-05-23,5391,11.7
2008-05-24,6141,11.1
2008-05-25,5973,15.4
2008-05-26,2105,18.6
2008-05-27,3969,17.5
2008-05-28,3855,19.7
2008-05-29,5913,20.2
2008-05-30,5980,18.8
2008-05-31,5845,21.1
2008-06-01,5754,22.5
2008-06-02,5701,23.0
2008-06-03,4656,22.5
2008-06-04,3768,20.7
2008-06-05,2473,15.7
2008-06-06,5804,14.9
2008-06-07,5877,20.7
2008-06-08,2485,19.1
2008-06-09,5948,16.6
2008-06-10,5877,20.2
2008-06-11,4178,22.2
2008-06-12,5292,15.7
2008-06-13,5911,16.6
2008-06-14,5905,21.1
2008-06-15,5741,24.0
2008-06-16,3383,23.9
2008-06-17,4964,24.6
2008-06-18,4979,25.1
2008-06-19,4689,24.2
2008-06-20,5146,23.1
2008-06-21,5534,22.5
2008-06-22,4073,23.8
2008-06-23,3719,23.7
2008-06-24,4180,24.2
2008-06-25,5376,25.6
2008-06-26,5770,25.1
2008-06-27,5589,24.1
2008-06-28,5141,25.0
2008-06-29,4948,22.8
2008-06-30,4215,23.6
2008-07-01,4526,24.9
2008-07-02,4453,24.9
2008-07-03,4304,25.2
2008-07-04,5401,25.7
2008-07-05,4253,27.4
2008-07-06,4230,25.6
2008-07-07,4138,24.0
2008-07-08,5122,22.9
2008-07-09,5785,23.1
2008-07-10,5693,25.6
2008-07-11,5008,27.7
2008-07-12,5292,26.1
2008-07-13,5718,24.7
2008-07-14,4064,26.7
2008-07-15,4466,27.0
2008-07-16,5333,27.5
2008-07-17,3968,27.1
2008-07-18,4082,26.2
2008-07-19,5737,25.9
2008-07-20,5822,26.2
2008-07-21,5828,26.6
2008-07-22,5873,28.4
2008-07-23,2821,25.5
2008-07-24,4185,23.9
2008-07-25,4152,24.8
2008-07-26,4476,22.8
2008-07-27,5352,25.5
2008-07-28,4001,26.4
2008-07-29,4593,25.7
2008-07-30,5130,26.9
2008-07-31,6098,27.9
2008-08-01,5784,28.9
2008-08-02,3686,28.0
2008-08-03,4607,27.8
2008-08-04,3885,27.6
2008-08-05,3527,27.3
2008-08-06,2968,24.3
2008-08-07,3129,22.6
2008-08-08,4615,22.8
2008-08-09,4182,23.6
2008-08-10,3001,23.9
2008-08-11,6006,22.7
2008-08-12,6389,24.4
2008-08-13,3529,25.2
2008-08-14,5336,24.2
2008-08-15,1433,21.3
2008-08-16,1286,17.1
2008-08-17,3860,16.5
2008-08-18,5225,17.5
2008-08-19,6107,20.0
2008-08-20,5536,22.1
2008-08-21,6491,23.3
2008-08-22,6672,24.8
2008-08-23,5023,24.6
2008-08-24,4546,23.9
2008-08-25,5440,24.1
2008-08-26,4760,23.7
2008-08-27,5777,24.1
2008-08-28,6805,24.5
2008-08-29,6457,23.3
2008-08-30,5461,23.4
2008-08-31,4982,22.3
2008-09-01,4775,22.2
2008-09-02,5477,21.3
2008-09-03,5630,18.1
2008-09-04,7092,16.7
2008-09-05,4197,20.2
2008-09-06,7082,20.2
2008-09-07,7212,20.6
2008-09-08,6024,20.3
2008-09-09,4290,19.4
2008-09-10,4206,19.9
2008-09-11,5669,18.5
2008-09-12,2073,17.6
2008-09-13,7249,16.7
2008-09-14,7057,17.7
2008-09-15,7323,17.7
2008-09-16,7365,18.8
2008-09-17,7357,19.9
2008-09-18,5909,19.0
2008-09-19,6147,18.2
2008-09-20,5906,19.3
2008-09-21,5045,18.7
2008-09-22,5675,19.1
2008-09-23,7443,19.4
2008-09-24,7366,19.1
2008-09-25,7517,20.1
2008-09-26,4441,21.2
2008-09-27,4696,20.2
2008-09-28,6240,19.1
2008-09-29,7423,18.9
2008-09-30,7612,19.2
2008-10-01,6677,19.6
2008-10-02,5158,18.6
2008-10-03,5606,17.3
2008-10-04,2989,15.9
2008-10-05,4795,14.8
2008-10-06,7415,13.0
2008-10-07,7722,13.2
2008-10-08,7838,15.6
2008-10-09,7733,15.5
2008-10-10,7593,16.7
2008-10-11,877,15.3
2008-10-12,6739,12.4
2008-10-13,5200,7.7
2008-10-14,2523,8.3
2008-10-15,7662,9.6
2008-10-16,7724,10.7
2008-10-17,7674,12.8
2008-10-18,6878,13.7
2008-10-19,7492,13.7
2008-10-20,1081,13.0
2008-10-21,6070,11.6
2008-10-22,4231,5.7
2008-10-23,8028,6.3
2008-10-24,7716,9.8
2008-10-25,5752,11.2
2008-10-26,5913,13.4
2008-10-27,7659,11.2
2008-10-28,7723,12.6
2008-10-29,7775,12.5
2008-10-30,7619,12.8
2008-10-31,7313,12.8
2008-11-01,6351,13.0
2008-11-02,5826,12.8
2008-11-03,7303,12.6
2008-11-04,4136,10.6
2008-11-05,5101,7.1
2008-11-06,7950,2.8
2008-11-07,7364,3.2
2008-11-08,7023,4.2
2008-11-09,3706,4.5
2008-11-10,1204,5.6
2008-11-11,5897,2.5
2008-11-12,7180,4.4
2008-11-13,5634,8.9
2008-11-14,6917,7.9
2008-11-15,7079,4.9
2008-11-16,7356,8.4
2008-11-17,7309,10.0
2008-11-18,7449,10.1
2008-11-19,7562,9.0
2008-11-20,447,6.1
2008-11-21,7450,5.5
2008-11-22,7057,7.1
2008-11-23,6988,6.6
2008-11-24,7826,6.0
2008-11-25,3343,5.8
2008-11-26,6245,6.5
2008-11-27,2652,5.5
2008-11-28,5512,5.2
2008-11-29,3717,4.6
2008-11-30,2425,4.5
2008-12-01,4222,2.3
2008-12-02,5960,2.8
2008-12-03,5303,3.3
2008-12-04,894,1.3
2008-12-05,5432,1.1
2008-12-06,4050,5.3
2008-12-07,6176,5.8
2008-12-08,554,4.4
2008-12-09,7361,-0.7
2008-12-10,2428,2.1
2008-12-11,7315,2.8
2008-12-12,6066,2.3
2008-12-13,5054,4.6
2008-12-14,1280,1.5
2008-12-15,5282,-5.1
2008-12-16,2692,0.6
2008-12-17,6859,0.8
2008-12-18,1886,1.5
2008-12-19,6951,-3.7
2008-12-20,5769,-5.0
2008-12-21,6823,-4.5
2008-12-22,5637,-1.0
2008-12-23,1320,-1.7
2008-12-24,6130,-9.0
2008-12-25,6473,-5.0
2008-12-26,990,1.0
2008-12-27,7780,-10.9
2008-12-28,7429,-5.0
2008-12-29,7279,-2.2
2008-12-30,7472,1.4
2008-12-31,7035,2.7
2009-01-01,6367,2.8
2009-01-02,6305,-0.5
2009-01-03,4235,-1.0
2009-01-04,1412,-1.1
2009-01-05,6044,-2.6
2009-01-06,6292,-6.0
2009-01-07,5118,-0.5
2009-01-08,7138,1.2
2009-01-09,676,-1.9
2009-01-10,6996,-4.8
2009-01-11,5740,-5.6
2009-01-12,1382,-2.1
2009-01-13,6852,-2.7
2009-01-14,7566,-2.3
2009-01-15,6280,-1.8
2009-01-16,7616,-0.9
2009-01-17,7145,3.0
2009-01-18,7702,3.8
2009-01-19,7691,6.3
2009-01-20,8095,4.8
2009-01-21,7892,-1.4
2009-01-22,5520,0.5
2009-01-23,6901,2.9
2009-01-24,6054,5.3
2009-01-25,1982,3.1
2009-01-26,2257,1.1
2009-01-27,6814,-1.9
2009-01-28,7570,-5.8
2009-01-29,8094,-4.7
2009-01-30,7887,-0.9
2009-01-31,8089,1.8
2009-02-01,7611,-3.1
2009-02-02,6266,-3.5
2009-02-03,7736,0.2
2009-02-04,8132,2.7
2009-02-05,7231,2.7
2009-02-06,7832,4.6
2009-02-07,5135,4.0
2009-02-08,3488,5.5
2009-02-09,6669,2.2
2009-02-10,2441,1.0
2009-02-11,7523,-0.0
2009-02-12,7040,0.4
2009-02-13,6218,1.7
2009-02-14,3787,0.6
2009-02-15,8383,-0.4
2009-02-16,6561,3.4
2009-02-17,7799,3.1
2009-02-18,6063,-2.4
2009-02-19,8375,-3.4
2009-02-20,8405,-3.4
2009-02-21,8381,0.7
2009-02-22,5316,0.4
2009-02-23,5005,3.2
2009-02-24,8070,4.9
2009-02-25,7119,3.6
2009-02-26,7971,7.8
2009-02-27,7751,5.5
2009-02-28,8131,2.7
2009-03-01,7043,7.5
2009-03-02,6706,11.3
2009-03-03,7488,10.0
2009-03-04,6098,9.1
2009-03-05,8318,7.3
2009-03-06,5029,8.6
2009-03-07,3252,6.9
2009-03-08,8295,5.0
2009-03-09,7634,7.9
2009-03-10,8013,6.3
2009-03-11,8363,5.8
2009-03-12,5765,7.2
2009-03-13,2627,5.6
2009-03-14,8322,5.3
2009-03-15,7888,6.7
2009-03-16,8062,8.9
2009-03-17,7867,10.7
2009-03-18,5756,11.2
2009-03-19,7222,11.5
2009-03-20,4668,12.4
2009-03-21,5490,13.6
2009-03-22,7349,13.3
2009-03-23,5684,9.2
2009-03-24,5666,6.8
2009-03-25,6136,5.9
2009-03-26,2745,5.3
2009-03-27,5205,-3.4
2009-03-28,7777,-0.6
2009-03-29,7465,2.3
2009-03-30,5362,3.4
2009-03-31,7672,1.8
2009-04-01,4113,4.8
2009-04-02,7376,4.3
2009-04-03,6020,8.9
2009-04-04,3841,7.6
2009-04-05,5377,3.2
2009-04-06,7685,6.0
2009-04-07,7724,9.8
2009-04-08,7120,9.6
2009-04-09,5756,6.0
2009-04-10,6201,8.1
2009-04-11,3054,10.0
2009-04-12,1672,6.9
2009-04-13,6806,9.5
2009-04-14,4016,11.0
2009-04-15,5869,10.2
2009-04-16,3919,7.3
2009-04-17,1796,6.7
2009-04-18,2385,4.8
2009-04-19,6912,8.5
2009-04-20,6078,10.1
2009-04-21,6836,14.4
2009-04-22,6506,14.6
2009-04-23,6227,12.5
2009-04-24,5906,13.8
2009-04-25,2553,14.9
2009-04-26,6421,12.2
2009-04-27,6219,10.3
2009-04-28,4773,13.8
2009-04-29,6756,15.7
2009-04-30,6736,15.8
2009-05-01,2665,16.7
2009-05-02,2630,14.8
2009-05-03,4428,12.9
2009-05-04,5527,13.5
2009-05-05,5169,15.1
2009-05-06,6447,17.3
2009-05-07,6436,19.7
2009-05-08,5645,19.4
2009-05-09,6223,16.8
2009-05-10,5485,16.9
2009-05-11,5717,17.5
2009-05-12,6231,19.9
2009-05-13,5694,20.9
2009-05-14,5464,19.1
2009-05-15,5500,19.7
2009-05-16,2195,16.5
2009-05-17,6146,18.5
2009-05-18,5759,22.1
2009-05-19,4979,22.0
2009-05-20,4882,20.3
2009-05-21,2018,19.4
2009-05-22,4775,15.9
2009-05-23,2707,16.2
2009-05-24,4296,16.4
2009-05-25,4588,15.3
2009-05-26,3334,13.6
2009-05-27,5584,14.8
2009-05-28,5902,16.1
2009-05-29,4266,16.6
2009-05-30,3779,16.0
2009-05-31,3807,16.9
2009-06-01,4755,15.1
2009-06-02,3742,14.1
2009-06-03,3984,15.6
2009-06-04,5100,18.2
2009-06-05,4097,20.5
2009-06-06,5572,20.2
2009-06-07,4850,17.1
2009-06-08,5094,16.5
2009-06-09,4740,19.5
2009-06-10,4303,16.2
2009-06-11,4118,15.9
2009-06-12,4479,17.8
2009-06-13,4904,19.4
2009-06-14,4390,18.0
2009-06-15,4671,18.1
2009-06-16,4942,19.6
2009-06-17,5053,20.9
2009-06-18,5149,21.3
2009-06-19,5731,20.5
2009-06-20,1979,22.1
2009-06-21,5596,19.9
2009-06-22,5718,22.8
2009-06-23,4259,24.2
2009-06-24,4578,24.7
2009-06-25,3692,24.4
2009-06-26,4120,21.5
2009-06-27,5125,20.7
2009-06-28,4933,21.7
2009-06-29,4849,23.0
2009-06-30,4765,23.7
2009-07-01,4895,24.4
2009-07-02,3995,25.0
2009-07-03,4316,24.4
2009-07-04,4463,23.7
2009-07-05,3836,22.0
2009-07-06,4554,23.2
2009-07-07,5732,25.0
2009-07-08,5775,25.6
2009-07-09,4112,26.3
2009-07-10,5324,26.1
2009-07-11,5606,26.4
2009-07-12,4593,25.9
2009-07-13,4753,26.9
2009-07-14,5700,26.3
2009-07-15,5220,26.0
2009-07-16,5932,26.1
2009-07-17,5269,26.1
2009-07-18,5714,26.2
2009-07-19,2307,26.5
2009-07-20,4033,27.6
2009-07-21,4163,24.0
2009-07-22,5743,24.2
2009-07-23,4989,25.7
2009-07-24,5669,27.6
2009-07-25,4889,28.0
2009-07-26,2976,24.2
2009-07-27,5757,22.6
2009-07-28,5397,23.0
2009-07-29,4720,23.8
2009-07-30,3095,21.1
2009-07-31,5049,22.0
2009-08-01,6130,22.9
2009-08-02,5156,24.5
2009-08-03,4675,26.0
2009-08-04,4893,25.9
2009-08-05,6038,26.6
2009-08-06,4712,26.4
2009-08-07,5732,24.4
2009-08-08,6546,24.1
2009-08-09,6583,23.2
2009-08-10,6282,23.4
2009-08-11,6049,24.3
2009-08-12,5856,25.6
2009-08-13,5352,26.6
2009-08-14,3737,24.4
2009-08-15,5816,21.8
2009-08-16,6300,22.5
2009-08-17,6346,22.9
2009-08-18,3751,22.1
2009-08-19,6458,22.2
2009-08-20,6628,22.4
2009-08-21,6549,24.8
2009-08-22,6544,26.1
2009-08-23,5478,26.7
2009-08-24,2475,21.7
2009-08-25,4263,19.4
2009-08-26,5679,21.3
2009-08-27,6806,21.8
2009-08-28,6327,23.2
2009-08-29,4729,23.2
2009-08-30,3769,23.5
2009-08-31,5936,22.6
2009-09-01,6066,23.2
2009-09-02,4512,23.3
2009-09-03,4680,23.2
2009-09-04,6080,22.4
2009-09-05,6338,21.8
2009-09-06,4958,20.4
2009-09-07,5944,20.7
2009-09-08,4624,22.1
2009-09-09,5276,20.2
2009-09-10,5182,20.4
2009-09-11,6412,21.2
2009-09-12,2355,18.5
2009-09-13,6189,17.7
2009-09-14,6218,20.1
2009-09-15,6091,20.1
2009-09-16,3993,17.1
2009-09-17,6181,16.4
2009-09-18,6734,17.4
2009-09-19,6995,18.3
2009-09-20,5193,18.9
2009-09-21,1582,13.9
2009-09-22,4403,7.1
2009-09-23,1459,10.7
2009-09-24,4994,9.4
2009-09-25,4974,12.6
2009-09-26,7402,16.6
2009-09-27,7642,19.2
2009-09-28,7535,17.6
2009-09-29,7431,18.6
2009-09-30,5973,18.1
2009-10-01,7888,10.3
2009-10-02,7844,9.7
2009-10-03,7770,11.5
2009-10-04,5770,13.5
2009-10-05,6497,14.6
2009-10-06,7868,10.5
2009-10-07,4414,11.6
2009-10-08,1086,9.7
2009-10-09,4997,8.3
2009-10-10,1586,11.8
2009-10-11,3572,11.7
2009-10-12,5792,14.1
2009-10-13,6592,13.7
2009-10-14,5990,13.4
2009-10-15,6872,13.5
2009-10-16,7527,12.6
2009-10-17,7576,12.8
2009-10-18,7638,14.9
2009-10-19,6500,15.2
2009-10-20,5320,14.3
2009-10-21,573,8.4
2009-10-22,7473,7.4
2009-10-23,7628,9.0
2009-10-24,6125,10.0
2009-10-25,1608,8.4
2009-10-26,7378,4.7
2009-10-27,3920,6.1
2009-10-28,679,3.6
2009-10-29,1319,-0.8
2009-10-30,5539,-1.4
2009-10-31,7645,3.2
2009-11-01,7608,4.9
2009-11-02,7592,5.9
2009-11-03,7636,8.0
2009-11-04,7741,9.7
2009-11-05,6280,10.3
2009-11-06,4863,11.0
2009-11-07,6568,11.6
2009-11-08,3997,10.3
2009-11-09,7437,9.0
2009-11-10,6594,9.3
2009-11-11,3918,8.9
2009-11-12,4395,9.7
2009-11-13,3721,9.8
2009-11-14,1802,7.1
2009-11-15,2260,3.5
2009-11-16,6606,2.9
2009-11-17,7472,6.0
2009-11-18,7572,6.9
2009-11-19,7358,5.9
2009-11-20,7619,5.5
2009-11-21,5387,4.0
2009-11-22,6472,2.2
2009-11-23,5839,-0.1
2009-11-24,7183,-2.2
2009-11-25,6924,0.2
2009-11-26,7526,2.7
2009-11-27,7657,1.3
2009-11-28,3849,1.3
2009-11-29,4701,3.7
2009-11-30,7387,2.3
2009-12-01,7013,0.3
2009-12-02,592,-0.1
2009-12-03,3676,-5.5
2009-12-04,7408,-6.3
2009-12-05,4458,-1.6
2009-12-06,2497,-1.7
2009-12-07,763,-2.0
2009-12-08,5555,1.8
2009-12-09,3352,-7.1
2009-12-10,2905,-6.1
2009-12-11,6328,-3.9
2009-12-12,6856,-1.9
2009-12-13,1624,0.6
2009-12-14,6848,-0.9
2009-12-15,7065,-1.9
2009-12-16,4483,1.0
2009-12-17,5769,1.8
2009-12-18,4326,0.1
2009-12-19,7681,-1.0
2009-12-20,7302,0.0
2009-12-21,6233,-1.9
2009-12-22,1752,-2.0
2009-12-23,2845,-0.5
2009-12-24,7818,-2.8
2009-12-25,6643,-9.8
2009-12-26,3658,-7.2
2009-12-27,6531,-5.0
2009-12-28,6899,-4.1
2009-12-29,1902,-1.5
2009-12-30,3784,-1.7
2009-12-31,7724,-2.6
2010-01-01,6974,-1.6
2010-01-02,6441,1.9
2010-01-03,6598,-1.2
2010-01-04,7488,-2.0
2010-01-05,3311,-1.1
2010-01-06,7397,-2.1
2010-01-07,4720,-2.5
2010-01-08,7730,-7.9
2010-01-09,5855,-3.8
2010-01-10,6627,-2.5
2010-01-11,7843,0.6
2010-01-12,7821,1.8
2010-01-13,5274,2.7
2010-01-14,4242,3.3
2010-01-15,7701,2.1
2010-01-16,6080,2.6
2010-01-17,3478,1.0
2010-01-18,2566,-1.1
2010-01-19,3906,-1.8
2010-01-20,3651,-2.4
2010-01-21,3319,-3.1
2010-01-22,4457,3.6
2010-01-23,5499,-4.5
2010-01-24,5986,-5.1
2010-01-25,7694,-5.1
2010-01-26,5248,-3.2
2010-01-27,4009,-1.7
2010-01-28,1590,0.1
2010-01-29,7769,0.3
2010-01-30,6810,-0.2
2010-01-31,6599,0.4
2010-02-01,7905,-2.3
2010-02-02,4737,-1.8
2010-02-03,2571,-1.0
2010-02-04,7468,2.1
2010-02-05,5948,1.5
2010-02-06,4866,2.1
2010-02-07,976,1.0
2010-02-08,1004,-1.1
2010-02-09,7038,-1.6
2010-02-10,5927,-2.0
2010-02-11,7229,-2.3
2010-02-12,6461,-1.8
2010-02-13,5028,1.9
2010-02-14,5294,-0.3
2010-02-15,6000,-2.6
2010-02-16,7922,1.3
2010-02-17,3178,1.5
2010-02-18,5284,1.6
2010-02-19,2267,-3.0
2010-02-20,1035,0.6
2010-02-21,874,-0.7
2010-02-22,2214,-2.3
2010-02-23,7989,-6.6
2010-02-24,3066,-4.9
2010-02-25,3847,-0.3
2010-02-26,7057,-1.6
2010-02-27,3051,-3.2
2010-02-28,3791,0.1
2010-03-01,2643,2.9
2010-03-02,7167,0.9
2010-03-03,7998,2.5
2010-03-04,6424,2.2
2010-03-05,7936,3.2
2010-03-06,6402,1.0
2010-03-07,6069,6.6
2010-03-08,1971,6.5
2010-03-09,7080,4.2
2010-03-10,5020,5.1
2010-03-11,7192,3.1
2010-03-12,8144,0.6
2010-03-13,6617,4.4
2010-03-14,1108,4.7
2010-03-15,4809,3.8
2010-03-16,8059,4.1
2010-03-17,7191,6.5
2010-03-18,5779,8.9
2010-03-19,1060,4.8
2010-03-20,7777,-2.8
2010-03-21,8000,0.3
2010-03-22,7639,2.5
2010-03-23,4787,5.6
2010-03-24,2515,3.2
2010-03-25,5376,-0.2
2010-03-26,4715,3.5
2010-03-27,4723,2.6
2010-03-28,7678,2.2
2010-03-29,3440,4.5
2010-03-30,6775,11.0
2010-03-31,6009,11.6
2010-04-01,5277,7.8
2010-04-02,5305,0.6
2010-04-03,7052,4.9
2010-04-04,7552,8.7
2010-04-05,4764,9.9
2010-04-06,6741,5.7
2010-04-07,5760,1.7
2010-04-08,7499,5.4
2010-04-09,7167,9.7
2010-04-10,6665,11.3
2010-04-11,6216,12.2
2010-04-12,4301,12.8
2010-04-13,6958,13.1
2010-04-14,6448,8.7
2010-04-15,6427,10.3
2010-04-16,1632,11.2
2010-04-17,2719,10.5
2010-04-18,5188,11.5
2010-04-19,5327,12.9
2010-04-20,4945,12.4
2010-04-21,5149,12.9
2010-04-22,5831,10.7
2010-04-23,2954,7.2
2010-04-24,4514,7.3
2010-04-25,5092,8.5
2010-04-26,5481,9.4
2010-04-27,6661,11.2
2010-04-28,6667,15.7
2010-04-29,3110,13.1
2010-04-30,4985,5.7
2010-05-01,5890,6.6
2010-05-02,3291,7.3
2010-05-03,6479,8.6
2010-05-04,6633,13.6
2010-05-05,6143,14.9
2010-05-06,4635,17.3
2010-05-07,6404,10.2
2010-05-08,5620,10.2
2010-05-09,6445,14.1
2010-05-10,5801,14.2
2010-05-11,1366,12.8
2010-05-12,5842,10.9
2010-05-13,3243,9.6
2010-05-14,2291,12.3
2010-05-15,4849,11.7
2010-05-16,5767,12.1
2010-05-17,5956,16.3
2010-05-18,4761,16.7
2010-05-19,4499,13.5
2010-05-20,5792,15.5
2010-05-21,4888,18.2
2010-05-22,6162,20.8
2010-05-23,6107,20.2
2010-05-24,5999,17.0
2010-05-25,6078,14.1
2010-05-26,4896,18.1
2010-05-27,5970,20.5
2010-05-28,5714,21.8
